COURSE,DEPARTMENT,COURSEID,CLASSNBR,TOTALENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
PHIL  399,PHIL,112838.0,18087.0,3.0,3.0,,,,
PHIL  399,PHIL,112838.0,18089.0,2.0,2.0,,,,
PHIL  399,PHIL,112838.0,18094.0,1.0,1.0,,,,
PHIL  399,PHIL,112838.0,18096.0,1.0,1.0,,,,
PHIL  399,PHIL,112838.0,18098.0,1.0,1.0,,,,
PHIL  399,PHIL,112838.0,18099.0,1.0,1.0,,,,
PHYSCI    2,PSCI,122575.0,14275.0,180.0,1.0,179.0,,,
PHYSCI   10,CHEM,107367.0,14277.0,29.0,,29.0,,,
PHYSCI   12B,PHYS,109457.0,14279.0,90.0,,90.0,,,
PHYSICS   15A,PHYS,111164.0,14496.0,77.0,,77.0,,,
PHYSICS   15B,PHYS,111896.0,14500.0,38.0,,38.0,,,
PHYSICS   15C,PHYS,124154.0,14502.0,20.0,,20.0,,,
PHYSICS   16,PHYS,111197.0,10226.0,24.0,,24.0,,,
PHYSICS   90R,PHYS,111672.0,11561.0,18.0,,18.0,,,
PHYSICS   91R,PHYS,110569.0,11786.0,1.0,,1.0,,,
PHYSICS   95,PHYS,111967.0,10364.0,8.0,,8.0,,,
PHYSICS  123,PHYS,124108.0,16276.0,4.0,1.0,3.0,,,
PHYSICS  125,PHYS,120167.0,15483.0,4.0,1.0,3.0,,,
PHYSICS  141,PHYS,121885.0,15506.0,5.0,,5.0,,,
PHYSICS  143A,PHYS,108465.0,10975.0,34.0,,33.0,,1.0,
PHYSICS  143B,PHYS,111731.0,11775.0,27.0,,27.0,,,
PHYSICS  145,PHYS,117719.0,14504.0,7.0,,7.0,,,
PHYSICS  151,PHYS,111231.0,10325.0,12.0,1.0,10.0,,,1.0
PHYSICS  191R,PHYS,121993.0,14293.0,10.0,,10.0,,,
PHYSICS  195,PHYS,112107.0,10928.0,11.0,,11.0,,,
PHYSICS  210,PHYS,114266.0,12086.0,28.0,7.0,18.0,1.0,,2.0
PHYSICS  223,PHYS,109346.0,16277.0,9.0,2.0,,4.0,,3.0
PHYSICS  251A,PHYS,111314.0,10567.0,55.0,48.0,5.0,1.0,,1.0
PHYSICS  253A,PHYS,122930.0,13125.0,39.0,13.0,10.0,2.0,,14.0
PHYSICS  253CR,PHYS,118459.0,12108.0,4.0,2.0,,2.0,,
PHYSICS  262,PHYS,110526.0,14506.0,52.0,40.0,11.0,,,1.0
PHYSICS  268AR,PHYS,122818.0,12907.0,11.0,7.0,3.0,,,1.0
PHYSICS  285B,PHYS,118509.0,12126.0,38.0,31.0,3.0,,,4.0
PHYSICS  287C,PHYS,160571.0,16371.0,14.0,10.0,,2.0,,2.0
PHYSICS  301A,PHYS,110965.0,11630.0,5.0,5.0,,,,
PHYSICS  301B,PHYS,110966.0,11641.0,2.0,2.0,,,,
PHYSICS  303A,PHYS,118884.0,12383.0,4.0,4.0,,,,
PHYSICS  304A,PHYS,110256.0,10869.0,3.0,3.0,,,,
PHYSICS  304B,PHYS,110257.0,10870.0,1.0,1.0,,,,
PHYSICS  305A,PHYS,122762.0,12873.0,1.0,1.0,,,,
PHYSICS  309A,PHYS,114009.0,13991.0,15.0,6.0,7.0,2.0,,
PHYSICS  311A,PHYS,148189.0,12746.0,6.0,6.0,,,,
PHYSICS  311B,PHYS,143819.0,12732.0,3.0,3.0,,,,
PHYSICS  313A,PHYS,122839.0,12929.0,10.0,10.0,,,,
PHYSICS  313B,PHYS,122840.0,12931.0,2.0,2.0,,,,
PHYSICS  315A,PHYS,121332.0,13396.0,1.0,1.0,,,,
PHYSICS  315B,PHYS,145282.0,13049.0,3.0,3.0,,,,
PHYSICS  317A,PHYS,119763.0,12888.0,2.0,2.0,,,,
PHYSICS  319A,PHYS,113986.0,13967.0,1.0,1.0,,,,
PHYSICS  321A,PHYS,112282.0,11336.0,3.0,3.0,,,,
PHYSICS  321B,PHYS,112283.0,11350.0,3.0,3.0,,,,
PHYSICS  327A,PHYS,117548.0,11964.0,1.0,1.0,,,,
PHYSICS  327B,PHYS,118814.0,12317.0,1.0,1.0,,,,
PHYSICS  331B,PHYS,125321.0,12756.0,1.0,1.0,,,,
PHYSICS  337B,PHYS,114835.0,12498.0,1.0,1.0,,,,
PHYSICS  339A,PHYS,120869.0,13031.0,4.0,4.0,,,,
PHYSICS  339B,PHYS,120868.0,13028.0,3.0,3.0,,,,
PHYSICS  341A,PHYS,111169.0,10176.0,8.0,8.0,,,,
PHYSICS  341B,PHYS,118950.0,12433.0,4.0,4.0,,,,
PHYSICS  343B,PHYS,119052.0,12602.0,1.0,1.0,,,,
PHYSICS  347A,PHYS,115495.0,12466.0,13.0,13.0,,,,
PHYSICS  347B,PHYS,115525.0,12493.0,6.0,6.0,,,,
PHYSICS  349A,PHYS,125315.0,12741.0,3.0,3.0,,,,
PHYSICS  349B,PHYS,125316.0,12745.0,2.0,2.0,,,,
PHYSICS  351A,PHYS,120872.0,13033.0,1.0,1.0,,,,
PHYSICS  353B,PHYS,125789.0,13473.0,3.0,3.0,,,,
PHYSICS  359B,PHYS,115527.0,12495.0,1.0,1.0,,,,
PHYSICS  363A,PHYS,112091.0,10902.0,2.0,2.0,,,,
PHYSICS  363B,PHYS,112092.0,10905.0,1.0,1.0,,,,
PHYSICS  371B,PHYS,118633.0,12189.0,1.0,1.0,,,,
PHYSICS  379A,PHYS,144344.0,12724.0,2.0,2.0,,,,
PHYSICS  379B,PHYS,148230.0,12729.0,6.0,6.0,,,,
PHYSICS  383B,PHYS,113887.0,13874.0,1.0,1.0,,,,
PHYSICS  387A,PHYS,116745.0,12183.0,3.0,3.0,,,,
PHYSICS  387B,PHYS,116755.0,12191.0,2.0,2.0,,,,
PHYSICS  389B,PHYS,116429.0,12450.0,1.0,1.0,,,,
PHYSICS  391A,PHYS,120134.0,13225.0,4.0,4.0,,,,
PHYSICS  395B,PHYS,109288.0,11784.0,2.0,2.0,,,,
PHYSICS  397A,PHYS,121228.0,13322.0,2.0,2.0,,,,
PHYSICS  397B,PHYS,121229.0,13326.0,2.0,2.0,,,,
PHYSICS  399A,PHYS,160981.0,18864.0,1.0,1.0,,,,
PLSH     AA,SLAV,123076.0,15351.0,2.0,,2.0,,,
PLSH     BA,SLAV,124971.0,15708.0,3.0,2.0,1.0,,,
PLSH     CR,SLAV,109342.0,10179.0,3.0,2.0,1.0,,,
PORTUG     AA,ROML,120398.0,15142.0,6.0,1.0,1.0,,,4.0
PORTUG     AA,ROML,120398.0,15143.0,3.0,,3.0,,,
PORTUG     AA,ROML,120398.0,16941.0,4.0,1.0,3.0,,,
PORTUG     AC,ROML,113806.0,15111.0,12.0,2.0,8.0,,,2.0
PORTUG     AC,ROML,113806.0,15112.0,4.0,1.0,3.0,,,
PORTUG     AC,ROML,113806.0,15113.0,3.0,,3.0,,,
PORTUG     AC,ROML,113806.0,15114.0,7.0,4.0,3.0,,,
PORTUG     C,ROML,121934.0,15122.0,10.0,,9.0,,,1.0
PORTUG   30,ROML,114944.0,15140.0,10.0,,9.0,,,1.0
PORTUG   40,ROML,124524.0,15141.0,6.0,,5.0,,,1.0
PORTUG  145,ROML,128254.0,16642.0,3.0,,3.0,,,
PORTUG  220,ROML,110086.0,16643.0,3.0,3.0,,,,
PSY   14,PSYC,126551.0,17118.0,33.0,,32.0,,,1.0
PSY   18,PSYC,123973.0,13191.0,250.0,,248.0,,,2.0
PSY  910R,PSYC,110768.0,17612.0,8.0,,8.0,,,
PSY  971,PSYC,113094.0,10413.0,12.0,,12.0,,,
PSY  975,PSYC,122315.0,13387.0,1.0,,1.0,,,
PSY  980F,PSYC,107432.0,17158.0,4.0,,4.0,,,
PSY  980H,PSYC,156039.0,11140.0,15.0,,14.0,,1.0,
PSY  980P,PSYC,110110.0,10785.0,16.0,,14.0,,2.0,
PSY  980U,PSYC,156563.0,11484.0,10.0,,10.0,,,
PSY  980V,PSYC,119716.0,15707.0,16.0,,16.0,,,
PSY  985,PSYC,111429.0,10920.0,2.0,,2.0,,,
PSY  990A,PSYC,113187.0,15093.0,6.0,,6.0,,,
PSY  992A,PSYC,114800.0,15102.0,2.0,,2.0,,,
PSY  993A,PSYC,122316.0,15341.0,3.0,,3.0,,,
PSY 1005,PSYC,126556.0,17147.0,65.0,,63.0,,2.0,
PSY 1052,PSYC,126620.0,20157.0,12.0,1.0,11.0,,,
PSY 1052,PSYC,126620.0,20158.0,6.0,1.0,5.0,,,
PSY 1055,PSYC,160695.0,16905.0,19.0,,19.0,,,
PSY 1201,PSYC,122224.0,15702.0,67.0,,66.0,,1.0,
PSY 1304,PSYC,116622.0,12110.0,19.0,,18.0,,,1.0
PSY 1305,PSYC,156054.0,17148.0,55.0,,54.0,,1.0,
PSY 1355,PSYC,110064.0,16900.0,15.0,4.0,10.0,,,1.0
PSY 1504,PSYC,156580.0,17150.0,7.0,,7.0,,,
PSY 1506,PSYC,160683.0,16892.0,19.0,,19.0,,,
PSY 1553,PSYC,156639.0,17168.0,16.0,,16.0,,,
PSY 1555,PSYC,126848.0,17159.0,7.0,,7.0,,,
PSY 1556R,PSYC,127489.0,13859.0,2.0,,2.0,,,
PSY 1562,PSYC,160690.0,16899.0,13.0,,13.0,,,
PSY 1652R,PSYC,117880.0,12342.0,7.0,,7.0,,,
PSY 1655R,PSYC,119243.0,12574.0,2.0,,1.0,,,1.0
PSY 1852,PSYC,110203.0,10835.0,20.0,,20.0,,,
PSY 1861,PSYC,116095.0,17152.0,25.0,1.0,22.0,,,2.0
PSY 1900,PSYC,118254.0,17154.0,66.0,1.0,64.0,,,1.0
PSY 1901,PSYC,127078.0,17610.0,21.0,,21.0,,,
PSY 1950,PSYC,121738.0,16895.0,30.0,17.0,8.0,,,5.0
PSY 2010,PSYC,118790.0,17161.0,13.0,13.0,,,,
PSY 2150R,PSYC,125976.0,17648.0,1.0,1.0,,,,
PSY 2152,PSYC,160731.0,17550.0,11.0,7.0,1.0,2.0,,1.0
PSY 2160R,PSYC,108491.0,10993.0,8.0,4.0,4.0,,,
PSY 2335R,PSYC,112226.0,11183.0,2.0,2.0,,,,
PSY 2352R,PSYC,122871.0,12965.0,1.0,1.0,,,,
PSY 2354R,PSYC,123319.0,12670.0,2.0,2.0,,,,
PSY 2355R,PSYC,109597.0,18163.0,2.0,2.0,,,,
PSY 2356R,PSYC,125323.0,12759.0,3.0,3.0,,,,
PSY 2357R,PSYC,109858.0,10642.0,6.0,2.0,2.0,,,2.0
PSY 2358R,PSYC,110714.0,10407.0,6.0,2.0,4.0,,,
PSY 2359R,PSYC,160983.0,18947.0,2.0,2.0,,,,
PSY 2410R,PSYC,107706.0,10286.0,9.0,3.0,6.0,,,
PSY 2430,PSYC,119217.0,12548.0,7.0,7.0,,,,
PSY 2446R,PSYC,123042.0,15082.0,8.0,4.0,4.0,,,
PSY 2461R,PSYC,119124.0,17662.0,10.0,5.0,4.0,,,1.0
PSY 2464R,PSYC,124970.0,17446.0,11.0,6.0,2.0,2.0,,1.0
PSY 2475R,PSYC,128307.0,14184.0,4.0,2.0,2.0,,,
PSY 2500,PSYC,115578.0,17163.0,20.0,19.0,,,,1.0
PSY 2553R,PSYC,120559.0,12819.0,13.0,,11.0,,,2.0
PSY 2560R,PSYC,156623.0,17668.0,8.0,4.0,3.0,,,1.0
PSY 2570R,PSYC,122753.0,17684.0,12.0,7.0,4.0,,,1.0
PSY 2580R,PSYC,113780.0,11845.0,19.0,3.0,16.0,,,
PSY 2620R,PSYC,156624.0,11529.0,4.0,2.0,2.0,,,
PSY 2640R,PSYC,116417.0,12428.0,3.0,3.0,,,,
PSY 2650,PSYC,115060.0,18165.0,7.0,3.0,3.0,,1.0,
PSY 2652,PSYC,108989.0,18166.0,2.0,2.0,,,,
PSY 2660R,PSYC,114362.0,12190.0,3.0,2.0,,,,1.0
PSY 2661R,PSYC,110217.0,10839.0,4.0,,3.0,,,1.0
PSY 2670A,PSYC,131189.0,11754.0,18.0,,16.0,,,2.0
PSY 3010,PSYC,122605.0,17185.0,1.0,1.0,,,,
PSY 3010,PSYC,122605.0,17236.0,1.0,1.0,,,,
PSY 3010,PSYC,122605.0,17239.0,1.0,1.0,,,,
PSY 3010,PSYC,122605.0,17241.0,1.0,1.0,,,,
PSY 3010,PSYC,122605.0,17246.0,2.0,2.0,,,,
PSY 3010,PSYC,122605.0,17252.0,2.0,2.0,,,,
PSY 3010,PSYC,122605.0,17254.0,2.0,2.0,,,,
PSY 3010,PSYC,122605.0,17255.0,1.0,1.0,,,,
PSY 3010,PSYC,122605.0,17256.0,1.0,1.0,,,,
PSY 3010,PSYC,122605.0,17257.0,1.0,1.0,,,,
PSY 3010,PSYC,122605.0,17259.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,13941.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,17267.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,17268.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,17269.0,2.0,2.0,,,,
PSY 3020,PSYC,113960.0,17273.0,2.0,2.0,,,,
PSY 3020,PSYC,113960.0,17274.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,17275.0,4.0,4.0,,,,
PSY 3020,PSYC,113960.0,17278.0,3.0,3.0,,,,
PSY 3020,PSYC,113960.0,17279.0,2.0,2.0,,,,
PSY 3020,PSYC,113960.0,17280.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,17281.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,17282.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,17284.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,17286.0,1.0,1.0,,,,
PSY 3020,PSYC,113960.0,17287.0,2.0,2.0,,,,
PSY 3020,PSYC,113960.0,17288.0,2.0,2.0,,,,
PSY 3020,PSYC,113960.0,17290.0,4.0,4.0,,,,
PSY 3050,PSYC,115467.0,12391.0,11.0,11.0,,,,
PSY 3200,PSYC,118948.0,12429.0,14.0,14.0,,,,
PSY 3220,PSYC,115575.0,12503.0,10.0,10.0,,,,
PSY 3240,PSYC,124241.0,13591.0,2.0,2.0,,,,
PSY 3260,PSYC,119237.0,12571.0,6.0,6.0,,,,
PSY 3270,PSYC,118052.0,12556.0,2.0,2.0,,,,
PSY 3340,PSYC,115582.0,12506.0,17.0,17.0,,,,
PSY 3360,PSYC,143094.0,12065.0,6.0,6.0,,,,
PSY 3420,PSYC,121696.0,12913.0,13.0,12.0,,,,1.0
PSY 3550,PSYC,123926.0,13119.0,6.0,6.0,,,,
PSY 3555,PSYC,119532.0,12686.0,14.0,14.0,,,,
PSY 3800,PSYC,118008.0,12516.0,6.0,6.0,,,,
RELIGION   49,RELG,159690.0,14892.0,7.0,1.0,6.0,,,
RELIGION   51,RELG,159755.0,14886.0,7.0,,6.0,,,1.0
RELIGION   58,RELG,159758.0,14894.0,5.0,,3.0,,,2.0
RELIGION   74,RELG,159733.0,15068.0,7.0,,6.0,,,1.0
RELIGION   98A,RELG,111985.0,10419.0,8.0,,8.0,,,
RELIGION   99A,RELG,118745.0,15103.0,4.0,,4.0,,,
RELIGION  111,RELG,160969.0,18387.0,14.0,,14.0,,,
RELIGION  112A,RELG,115684.0,14891.0,13.0,,2.0,,,11.0
RELIGION  441,RELG,159784.0,14971.0,5.0,,5.0,,,
RELIGION 1021,RELG,159691.0,14758.0,6.0,1.0,3.0,,,2.0
RELIGION 1040,RELG,126792.0,14667.0,3.0,,2.0,1.0,,
RELIGION 1080,RELG,156079.0,11161.0,8.0,3.0,2.0,,,3.0
RELIGION 1401,RELG,125000.0,13412.0,5.0,4.0,1.0,,,
RELIGION 1425,RELG,108182.0,14987.0,1.0,1.0,,,,
RELIGION 1444,RELG,156521.0,11460.0,5.0,,5.0,,,
RELIGION 1462,RELG,156258.0,15729.0,2.0,1.0,1.0,,,
RELIGION 1520,RELG,117871.0,18393.0,1.0,,1.0,,,
RELIGION 1543,RELG,109865.0,15457.0,1.0,,1.0,,,
RELIGION 1551,RELG,109863.0,15699.0,1.0,,,,,1.0
RELIGION 1590,RELG,156296.0,15060.0,1.0,1.0,,,,
RELIGION 1844,RELG,109864.0,15704.0,2.0,2.0,,,,
RELIGION 1915,RELG,109924.0,15750.0,7.0,3.0,4.0,,,
RELIGION 1920,RELG,109925.0,10683.0,5.0,,5.0,,,
RELIGION 2001,RELG,118557.0,12151.0,15.0,15.0,,,,
RELIGION 2471,RELG,155998.0,11105.0,2.0,2.0,,,,
RELIGION 2574,RELG,156032.0,15985.0,2.0,1.0,1.0,,,
RELIGION 3000,RELG,111117.0,17308.0,1.0,,,,,1.0
RELIGION 3000,RELG,111117.0,17311.0,2.0,2.0,,,,
RELIGION 3000,RELG,111117.0,17318.0,1.0,1.0,,,,
RELIGION 3000,RELG,111117.0,17320.0,1.0,1.0,,,,
RELIGION 3000,RELG,111117.0,17324.0,1.0,1.0,,,,
RELIGION 3000,RELG,111117.0,17325.0,1.0,1.0,,,,
RELIGION 3000,RELG,111117.0,17327.0,1.0,1.0,,,,
RELIGION 3000,RELG,111117.0,17329.0,1.0,1.0,,,,
RELIGION 3000,RELG,111117.0,17333.0,1.0,1.0,,,,
RELIGION 3000,RELG,111117.0,17338.0,2.0,2.0,,,,
RELIGION 3001,RELG,122822.0,12917.0,1.0,1.0,,,,
RELIGION 3001,RELG,122822.0,17358.0,1.0,1.0,,,,
RELIGION 3001,RELG,122822.0,17359.0,2.0,2.0,,,,
RELIGION 3001,RELG,122822.0,17362.0,2.0,2.0,,,,
RELIGION 3001,RELG,122822.0,17786.0,1.0,1.0,,,,
RELIGION 3001,RELG,122822.0,18982.0,1.0,1.0,,,,
RELIGION 3420,RELG,143084.0,12034.0,2.0,2.0,,,,
RELIGION 3425,RELG,125389.0,12826.0,2.0,2.0,,,,
RELIGION 3505A,RELG,118565.0,12159.0,3.0,3.0,,,,
ROM-STD   98,ROML,114942.0,11893.0,1.0,,1.0,,,
ROM-STD  101,ROML,108727.0,16787.0,5.0,,5.0,,,
ROM-STD  201,ROML,118221.0,11990.0,22.0,19.0,1.0,2.0,,
RSEA  300,RSEA,114050.0,16387.0,1.0,1.0,,,,
RSEA  300,RSEA,114050.0,16389.0,1.0,1.0,,,,
RSEA  300,RSEA,114050.0,16392.0,2.0,2.0,,,,
RSEA  300,RSEA,114050.0,16393.0,1.0,1.0,,,,
RSEA  300,RSEA,114050.0,16398.0,2.0,2.0,,,,
RSEA  300,RSEA,114050.0,16400.0,1.0,1.0,,,,
RSEA  300,RSEA,114050.0,16402.0,1.0,1.0,,,,
RSEA  300,RSEA,114050.0,16408.0,1.0,1.0,,,,
RSEA  300,RSEA,114050.0,16415.0,2.0,2.0,,,,
RSEA  300,RSEA,114050.0,16417.0,1.0,1.0,,,,
RSEA  300,RSEA,114050.0,16418.0,1.0,1.0,,,,
RSEA  300,RSEA,114050.0,16422.0,2.0,2.0,,,,
RSEA  300,RSEA,114050.0,16424.0,1.0,1.0,,,,
RSEA  300,RSEA,114050.0,19011.0,1.0,1.0,,,,
RSRA  298A,REECA,108816.0,16134.0,10.0,10.0,,,,
RSRA  299A,REECA,108818.0,16136.0,7.0,7.0,,,,
RUSS     AA,SLAV,122907.0,14510.0,10.0,1.0,8.0,,,1.0
RUSS     AA,SLAV,122907.0,15382.0,9.0,,8.0,,,1.0
RUSS     AA,SLAV,122907.0,19333.0,7.0,,5.0,1.0,,1.0
RUSS     AAB,SLAV,113925.0,14512.0,7.0,2.0,5.0,,,
RUSS     AH,SLAV,114640.0,14649.0,7.0,,7.0,,,
RUSS     ATA,SLAV,109273.0,14514.0,4.0,2.0,2.0,,,
RUSS     BA,SLAV,112823.0,15994.0,11.0,4.0,6.0,,,1.0
RUSS     BA,SLAV,112823.0,16128.0,8.0,,6.0,1.0,,1.0
RUSS  101,SLAV,120717.0,12947.0,12.0,3.0,9.0,,,
RUSS  102R,SLAV,112835.0,10901.0,5.0,3.0,2.0,,,
RUSS  111,SLAV,110859.0,10986.0,4.0,2.0,2.0,,,
RUSS  113,SLAV,127533.0,13901.0,8.0,6.0,1.0,,,1.0
RUSS  120R,SLAV,120380.0,12662.0,1.0,1.0,,,,
SANSKRIT   91R,SAST,116311.0,12312.0,1.0,,,,,1.0
SANSKRIT  101A,SAST,123045.0,14518.0,16.0,2.0,5.0,,,9.0
SANSKRIT  102AR,SAST,114270.0,14520.0,9.0,1.0,1.0,2.0,,5.0
SANSKRIT  201AR,SAST,117524.0,11950.0,9.0,7.0,,,,1.0
SANSKRIT  310,SAST,113870.0,13844.0,1.0,1.0,,,,
SAS   99RA,SAST,107381.0,15165.0,1.0,,1.0,,,
SAS  100R,SAST,107378.0,10136.0,9.0,4.0,5.0,,,
SAS  100R,SAST,107378.0,14709.0,4.0,1.0,2.0,,,1.0
SAS  100R,SAST,107378.0,14714.0,4.0,,2.0,,,2.0
SAS  130,SAST,160720.0,17376.0,8.0,3.0,5.0,,,
SAS  179,SAST,160761.0,17994.0,2.0,1.0,1.0,,,
SAS  193,SAST,156558.0,17527.0,6.0,,6.0,,,
SAS  230,SAST,160722.0,17442.0,5.0,3.0,1.0,1.0,,
SCAND   90R,GERM,126651.0,14021.0,4.0,1.0,2.0,,,1.0
SCAND   90R.A,GERM,126647.0,14009.0,1.0,,1.0,,,
SCAND   90R.A,GERM,126647.0,19888.0,1.0,,1.0,,,
SCAND   90R.A,GERM,126647.0,19889.0,1.0,,1.0,,,
SCAND   90R.B,GERM,126649.0,14015.0,3.0,,3.0,,,
SCAND   90R.C,GERM,126650.0,14020.0,4.0,1.0,3.0,,,
SCAND   91R,GERM,121036.0,13155.0,2.0,,2.0,,,
SCAND  160A,GERM,118050.0,12552.0,11.0,2.0,8.0,,,1.0
SCILIVSY   20,GENED,126213.0,13672.0,267.0,,261.0,2.0,2.0,2.0
SCILIVSY   20S,GENED,160737.0,17606.0,10.0,,10.0,,,
SCILIVSY   22,GENED,126635.0,14003.0,41.0,,41.0,,,
SCILIVSY   26,GENED,110382.0,10960.0,50.0,,49.0,,1.0,
SCIPHUNV   14,GENED,118517.0,12132.0,21.0,,21.0,,,
SCIPHUNV   18,GENED,121960.0,13145.0,5.0,,4.0,,,1.0
SCIPHUNV   20,GENED,126148.0,14672.0,53.0,,53.0,,,
SCIPHUNV   21,GENED,114190.0,11991.0,19.0,,19.0,,,
SCIPHUNV   27,GENED,126638.0,14004.0,254.0,,247.0,,,7.0
SCIPHUNV   29,GENED,126633.0,14569.0,104.0,,103.0,,,1.0
SCRB   10,SCRB,125800.0,13492.0,71.0,,71.0,,,
SCRB   91R,SCRB,125804.0,13514.0,20.0,,20.0,,,
SCRB   99A,SCRB,125805.0,15116.0,36.0,,36.0,,,
SCRB  130,SCRB,128040.0,14125.0,27.0,,27.0,,,
SCRB  152,SCRB,156937.0,15986.0,12.0,5.0,7.0,,,
SCRB  175,SCRB,128041.0,14126.0,44.0,,44.0,,,
SCRB  180,SCRB,125803.0,13512.0,10.0,,10.0,,,
SCRB  182,SCRB,159693.0,14796.0,22.0,,22.0,,,
SCRB  190,SCRB,125185.0,13544.0,18.0,,18.0,,,
SCRB  192,SCRB,109112.0,15256.0,21.0,3.0,18.0,,,
SCRB  220,SCRB,114092.0,15559.0,1.0,,1.0,,,
SCRB  230,SCRB,156679.0,11586.0,23.0,,21.0,,,2.0
SCRB  302,SCRB,148232.0,12783.0,3.0,3.0,,,,
SCRB  399,SCRB,126489.0,13907.0,3.0,3.0,,,,
SEMPHIL  151,NELC,127648.0,15878.0,1.0,,1.0,,,
SHBT  200,MDSC,108212.0,10772.0,6.0,6.0,,,,
SHBT  201,MDSC,108213.0,14297.0,7.0,7.0,,,,
SHBT  206,MDSC,111258.0,10363.0,5.0,5.0,,,,
SHBT  300,MDSC,109006.0,11545.0,1.0,1.0,,,,
SHBT  301QC,MDSC,109015.0,11558.0,7.0,7.0,,,,
SHBT  310,MDSC,109013.0,11556.0,1.0,1.0,,,,
SHBT  311,MDSC,110390.0,10963.0,1.0,1.0,,,,
SHBT  313,MDSC,160966.0,18350.0,1.0,1.0,,,,
SHBT  330,MDSC,110387.0,18986.0,2.0,2.0,,,,
SHBT  333R,MDSC,109014.0,11557.0,14.0,14.0,,,,
SLAVIC   91R,SLAV,111900.0,10198.0,1.0,,1.0,,,
SLAVIC   98A,SLAV,110924.0,15117.0,2.0,,2.0,,,
SLAVIC   99A,SLAV,123163.0,13533.0,1.0,,1.0,,,
SLAVIC  155,SLAV,119711.0,15472.0,13.0,3.0,10.0,,,
SLAVIC  158,SLAV,110039.0,16800.0,1.0,,1.0,,,
SLAVIC  167,SLAV,156680.0,11587.0,4.0,2.0,2.0,,,
SLAVIC  187,SLAV,160740.0,17659.0,3.0,2.0,1.0,,,
SLAVIC  198,SLAV,160013.0,15380.0,9.0,6.0,2.0,,,1.0
SLAVIC  241,SLAV,159557.0,14583.0,8.0,7.0,1.0,,,
SLAVIC  299,SLAV,122854.0,12944.0,6.0,6.0,,,,
SLAVIC  300,SLAV,113947.0,13925.0,8.0,8.0,,,,
SOCIOL   23,SOCL,159779.0,15153.0,13.0,,12.0,,,1.0
SOCIOL   25,SOCL,113256.0,15154.0,83.0,,80.0,,3.0,
SOCIOL   92R,SOCL,160534.0,16942.0,7.0,,7.0,,,
SOCIOL   97,SOCL,115130.0,16949.0,16.0,,16.0,,,
SOCIOL   98GC,SOCL,109842.0,14587.0,10.0,1.0,9.0,,,
SOCIOL   98TA,SOCL,160224.0,15465.0,10.0,,10.0,,,
SOCIOL   98WB,SOCL,126244.0,13696.0,6.0,,6.0,,,
SOCIOL   99A,SOCL,117946.0,15119.0,14.0,,14.0,,,
SOCIOL  115,SOCL,109705.0,15263.0,55.0,,53.0,,,2.0
SOCIOL  128,SOCL,117560.0,14524.0,77.0,,77.0,,,
SOCIOL  133,SOCL,159926.0,15245.0,16.0,,16.0,,,
SOCIOL  139,SOCL,156140.0,15365.0,17.0,,17.0,,,
SOCIOL  146,SOCL,159901.0,15211.0,43.0,,41.0,,,2.0
SOCIOL  165,SOCL,122318.0,15363.0,36.0,,36.0,,,
SOCIOL  170,SOCL,108274.0,15359.0,32.0,1.0,31.0,,,
SOCIOL  177,SOCL,156139.0,15357.0,82.0,2.0,79.0,,,1.0
SOCIOL  202,SOCL,119985.0,13040.0,12.0,12.0,,,,
SOCIOL  203,SOCL,112874.0,11068.0,16.0,9.0,1.0,,,6.0
SOCIOL  204,SOCL,117877.0,12330.0,11.0,11.0,,,,
SOCIOL  208,SOCL,117760.0,15249.0,10.0,10.0,,,,
SOCIOL  243,SOCL,118601.0,12174.0,6.0,2.0,,,,4.0
SOCIOL  255,SOCL,118858.0,12369.0,24.0,22.0,1.0,,,1.0
SOCIOL  263,SOCL,107332.0,15248.0,2.0,2.0,,,,
SOCIOL  301,SOCL,113583.0,16603.0,1.0,1.0,,,,
SOCIOL  301,SOCL,113583.0,16608.0,1.0,1.0,,,,
SOCIOL  302,SOCL,114925.0,16626.0,1.0,1.0,,,,
SOCIOL  303,SOCL,114991.0,16267.0,1.0,,,,,1.0
SOCIOL  304,SOCL,120084.0,13158.0,8.0,8.0,,,,
SOCIOL  305,SOCL,111781.0,11822.0,13.0,13.0,,,,
SOCIOL  308,SOCL,121013.0,13141.0,1.0,1.0,,,,
SOCIOL  309,SOCL,122332.0,13399.0,4.0,4.0,,,,
SOCIOL  310,SOCL,108137.0,10695.0,14.0,14.0,,,,
SOCIOL  314,SOCL,126400.0,14949.0,10.0,6.0,,,,4.0
SOCIOL  315,SOCL,126529.0,18017.0,12.0,10.0,,,,2.0
SOCIOL  317,SOCL,128274.0,14175.0,1.0,1.0,,,,
SOCIOL  318,SOCL,109750.0,10563.0,4.0,4.0,,,,
